Vendor ID,Vendor name,Service Id,Service Name
10559,Star Dance Company,17764,Salsa & Bachata For Intermediate
10559,Star Dance Company,17765,Hip Hop For Kids (4-7 Years)
10559,Star Dance Company,17766,Hip Hop For Teens (8-16 Years)
10559,Star Dance Company,17767,Bollywood
10560,SportsFit,17768,Gym Workout
10562,Star Dance Company DLF Phase 4,17769,Salsa & Bachata For Beginners
10562,Star Dance Company DLF Phase 4,17770,Bollywood
10563,The Fitness Zone,17771,Gym
10563,The Fitness Zone,17780,Group Activities
10564,Magus Entertainments,17772,Studio Membership
10564,Magus Entertainments,17775,Dance
10564,Magus Entertainments,17776,Yoga
10564,Magus Entertainments,17778,Zumba
10565,Xersize (Ladies) Kandivali,17777,Fusion Fitness
10565,Xersize (Ladies) Kandivali,17779,Nutrition Counselling
10565,Xersize (Ladies) Kandivali,18136,21 Days Fat Loss Challenge
10565,Xersize (Ladies) Kandivali,18137,Fast Weight Loss Challenge
10566,Urban Warriors,17781,Mixed Martial Arts
10567,Rudebox Fitness,17791,Cross Functional Training
10567,Rudebox Fitness,18469,Mixed Martial Arts
10568,Anytime Fitness at Baani Square (Sector 50),17800,Gym Workout
10569,BudoCore at Koramangala,17802,BudoCore
10570,Anytime Fitness at Arjun Marg (DLF Phase I),17803,Gym Workout
10571,Change,19007,Zumba (Wilson's Batch)
10571,Change,19008,Zumba (Padmavati's Batch)
10571,Change,19009,Ballet
10571,Change,19010,Mixed Martial Arts (Kids)
10571,Change,19011,Mixed Martial Arts (Adults)
10571,Change,19012,Yoga
10572,BudoCore at VR Mall,17806,BudoCore
10573,BudoCore at Indiranagar,17807,BudoCore
10574,Budocore at RMV Dollars Colony,17812,BudoCore
10575,Sporthood Kasavanahalli,17813,Studio Membership
10575,Sporthood Kasavanahalli,17815,Football
10575,Sporthood Kasavanahalli,17816,Badminton
10575,Sporthood Kasavanahalli,17817,Badminton
10576,BudoCore at Marathalli,17814,BudoCore
10577,Sporthood Marathahalli,17818,Studio Membership
10577,Sporthood Marathahalli,17820,Badminton
10577,Sporthood Marathahalli,17823,Football
10578,BudoCore at Bellandur,17819,BudoCore
10580,BudoCore at Cunningham Road,17822,BudoCore
10581,BudoCore at Museum Road,17827,BudoCore
10582,Sporthood Electronic City,17828,Studio Membership
10582,Sporthood Electronic City,17830,Football
10582,Sporthood Electronic City,17831,Badminton
10583,The Muscle Boost Gym,17833,Gym Workout
10584,BudoCore at New Bel Road,17829,BudoCore
10585,BudoCore at Whitefield,17835,BudoCore
10586,Sporthood BTM Layout,17837,Studio Membership
10586,Sporthood BTM Layout,17838,Badminton
10586,Sporthood BTM Layout,17839,Football
10587,BadAzz Krav Maga - Banashankari,17841,Krav Maga
10587,BadAzz Krav Maga - Banashankari,18690,Anti Terror & Anti Hostage Workshop
10588,BadAzz Krav Maga - Whitefield,17842,Krav Maga
10588,BadAzz Krav Maga - Whitefield,18689,Anti Terror & Anti Hostage Workshop
10589,Fitness Transformation Gym,17843,Gym Workout
10590,Aj Fitness Club,17844,Gym Workout
10590,Aj Fitness Club,19699,Personal Training
10590,Aj Fitness Club,19700,Personal Training at Home
10591,Kewal Dance Academy,17845,Dance
10592,Pluto Dance Academy,17846,Studio Membership
10592,Pluto Dance Academy,19666,Kathak
10592,Pluto Dance Academy,19726,Hip Hop / Bollywood
10592,Pluto Dance Academy,19727,Contemporary / Jazz
10592,Pluto Dance Academy,19730,Free Style
10592,Pluto Dance Academy,19732,Salsa
10593,Genesis Fitness Forum,17851,Intensive Fitness Core Program
10593,Genesis Fitness Forum,17855,Dance For Kids (3 to 6 Year)
10593,Genesis Fitness Forum,17856,Dance for Kids (7 to 9 years)
10593,Genesis Fitness Forum,17857,Dance For Juniors ( 9 to 14 years)
10593,Genesis Fitness Forum,17859,Dance For Adults ( above 15 years)
10593,Genesis Fitness Forum,18812,Zumba
10593,Genesis Fitness Forum,18813,Weight Loss Program for Women Only
10594,Nutriifit - The Breakfast Hub,17858,Studio Membership
10594,Nutriifit - The Breakfast Hub,17860,Group X
10594,Nutriifit - The Breakfast Hub,17861,Combine Training
10595,One Up By Foodgasm,17865,Veg Meal
10595,One Up By Foodgasm,17872,Non Veg Meal
10596,Fluid Fitness,17873,Gym Workout
10598,Ashva Running Club,18809,Marathon Training
10603,Power World,17927,Power World Fitness Centre
10604,Rashtrothana Fitness Centre,17916,Gym Workout
10605,Slim N Fit,17917,Aerobics
10605,Slim N Fit,17918,Zumba
10605,Slim N Fit,17926,Yoga
10605,Slim N Fit,18530,Aerobics
10605,Slim N Fit,18531,Dance Class for Kids
10607,Power World Fitness Centre,17936,Power World Fitness Centre
10608,Furor,17937,Salsa Beginners at Kalyani Nagar
10608,Furor,17938,Salsa Beginners at Law College Road
10609,Power World Fitness Centre,17944,Power World Fitness Centre
10610,MBS Holistic Yoga Ulsoor,18525,Group Yoga Classes
10611,Power World Fitness Centre,17945,Power World Fitness Centre
10612,Power World Fitness Centre,17946,Power World Fitness Centre
10613,Ronald Rebello,17949,Personal Training
10614,Power World Fitness Centre,17948,Power World Fitness Centre
10615,Jai Shankar,17950,Personal Training
10617,Code Purple Fitness,17951,Code Purple Fitness
10618,Dynatron Fitness Center,17954,Dynatron Fitness Center
10619,RMN Gym,17955,RMN Gym
10620,Crunch,17958,Gym Workout
10621,Young Men's Christian Association,17960,Young Men's Christian Association
10622,Xtreme Fitness,17962,Gym Workout
10622,Xtreme Fitness,18664,Personal Training
10623,BMX Fitness,17964,Gym Workout
10623,BMX Fitness,17965,Gym + Group Activities
10623,BMX Fitness,17966,Muay Thai
10623,BMX Fitness,17981,Zumba
10623,BMX Fitness,17982,Circuit Training
10623,BMX Fitness,17983,Circuit Training
10623,BMX Fitness,17984,Bollywood Dance
10623,BMX Fitness,17985,Cardio Kickboxing
10623,BMX Fitness,17987,Core Training
10623,BMX Fitness,17988,Personal Training in Group
10623,BMX Fitness,17989,Cross Fitness
10623,BMX Fitness,17991,Spinning
10623,BMX Fitness,17993,Mashups or Stretching
10623,BMX Fitness,17995,Stepper
10624,Chisel,18797,Gym Workout + Group Activities
10624,Chisel,18949,Personal Training
10624,Chisel,18950,Functional Training
10624,Chisel,18951,Core Blast
10624,Chisel,18952,HIIT (High Intensity Interval Training)
10624,Chisel,18953,RPM
10624,Chisel,18954,Yoga
10624,Chisel,18955,Zumba
10624,Chisel,18956,Tabata
10624,Chisel,18957,Core Conditioning
10624,Chisel,18958,Body Sculpt
10624,Chisel,18959,Bolly Cycle
10624,Chisel,18960,CKT
10624,Chisel,18961,Body Pump
10624,Chisel,18962,Aerobics
10627,24 Fit Club,18004,24 Fit Club
10628,Diamond Body Gym,18007,Diamond Body gym
10629,Vinod Physical Fitness,18009,Vinod Physical Fitness
10630,Svasti,18010,Svasti
10637,Fit and Free,18015,Fit and Free
10641,Yoga City Private Sessions,18029,Yoga City Private Sessions
10642,National Corps Fitness, Residency Road,18033,Crossfit
10642,National Corps Fitness, Residency Road,18034,Personal Training
10643,Mansa Foundation,18032,Mansa Foundation
10644,Swami Vivekanananda Yoga Anusandhana Samsthana,18036,Swami Vivekanananda Yoga Anusandhana Samsthana
10645,Recon Fitness,18040,Recon Fitness
10646,Brahma Kumaris,18044,Brahma Kumaris
10649,CSS Studios,18047,CSS Studios
10651,Radstrong,18048,Marathon Training
10651,Radstrong,18049,Triathlon Training
10653,Sahaja Yoga Kendraa,18053,Sahaja Yoga Kendraa
10654,S.S.B Yoga,18055,S.S.B Yoga
10655,On Toez,18060,On Toez
10656,Rishi Samskruti Vidya Kendra,18061,Rishi Samskruti Vidya Kendra
10658,Dance Station,18066,Dance Station
10659,Rooftop Yoga,18067,Rooftop Yoga
10662,Story Time,18078,Story Time
10663,I Play I Learn,18080,I Play I Learn
10664,Tap Ur Feet,18081,Tap Ur Feet
10665,Lets Move,18086,Lets Move
10666,Bhoomika Creative Art Space,18093,Bhoomika Creative Art Space
10667,Crazy Dance Buddies,18095,Crazy Dance Buddies
10669,Health Mantra Fitness Pimpri,18097,Gym Workout
10669,Health Mantra Fitness Pimpri,18098,Aerobics + Zumba + Yoga
10670,Life Fitness,18096,Life Fitness
10672,Fitness 9,18099,Fitness 9
10673,Raghav's Figurine Fitness,18100,Raghav's Figurine Fitness
10674,Multifit Kothrud,18103,Gym Workout and HIIT (High Intensity Interval Training)
10674,Multifit Kothrud,18104,High Intensity Interval Training (HIIT)
10675,Gold's Gym,18118,Gym Workout
10677,Posture Fitness (Wellness),18120,Gym Workout
10677,Posture Fitness (Wellness),18122,Personal Training
10678,Ultimate Fitness,18119,Ultimate Fitness
10679,Freeze It,18121,Freeze It
10680,Success Academy,18123,Success Academy
10681,Regent Gym And Fitness Centre,18125,Regent Gym And Fitness Centre
10682,Incredible Heights Of Dance Classes,18126,Incredible Heights of Dance Classes
10683,Prarohakathak Natyala,18127,Prarohakathak Natyala
10684,Sai Sai The Boss Dance Academya,18128,Sai Sai The Boss Dance Academya
10685,Team Configure,18132,Team Configure
10686,Tony And Punk Dance Club,18133,Tony And Punk Dance Club
10688,Aryans Dance and Fitness World,18135,Aryans Dance and Fitness World
10689,RK Rhythmic Waves,18379,Aerobics + Zumba
10689,RK Rhythmic Waves,18382,Hip Hop
10689,RK Rhythmic Waves,18385,Tap Dance
10689,RK Rhythmic Waves,18386,Jazz
10689,RK Rhythmic Waves,18388,Taekwondo
10690,National Corps Fitness RMV,18138,Crossfit
10694,Nataraj  Muscle and Fitness,18139,Nataraj  Muscle and Fitness
10695,Shreekala kulteera Dance Academy,18140,Shreekala kulteera Dance Academy
10696,Indian Sports Academy of Martial Arts Balewadi,18142,Taekwondo
10696,Indian Sports Academy of Martial Arts Balewadi,18143,Mixed Martial Arts
10696,Indian Sports Academy of Martial Arts Balewadi,18144,Personal Training
10696,Indian Sports Academy of Martial Arts Balewadi,18573,Summer Camp (8 to 15 Years)
10697,Health India Gym,18146,Health India Gym
10698,Blazon dance academy,18148,Blazon dance academy
10711,Profit,18310,Cross Functional Training
10716,Crazy Fitness Studio,18699,Aerobics
10716,Crazy Fitness Studio,18700,Yoga
10717,R K Sports Group,19147,Yoga
10718,City Unisex Gym,19217,Gym Workout
10719,Dhyaanyoga,19148,Yoga
10721,KSD Fitness Centre,19149,Yoga
10721,KSD Fitness Centre,19150,Zumba
10721,KSD Fitness Centre,19151,Aerobics
10723,Ashiwal Yoga,19160,Yoga
10723,Ashiwal Yoga,19161,Yoga
10724,Khush Yoga Clinic,19154,Yoga
10725,Imperial Fernando Ballet Company,19164,Dance
10726,Kinderdance,19169,Dance For Kids
10728,Your Fitness Club Ahmedabad,18163,Gym Workout
10730,Bharat Thakur's Artistic Yoga,18164,Yoga
10730,Bharat Thakur's Artistic Yoga,18165,Himalayan Challenge
10731,Your Fitness Club Banswara,18166,Gym Workout
10732,Your Fitness Club Ratlam,18168,Gym Workout
10733,A-One Academy,19171,Dance
10733,A-One Academy,19172,Personal Training
10735,Your Fitness Club Ujjain,18171,Gym Workout
10736,Yogashram & Natural Healthcare Centre,19192,Gym Workout
10736,Yogashram & Natural Healthcare Centre,19193,Yoga
10736,Yogashram & Natural Healthcare Centre,19194,Personal Training
10737,Your Fitness Club Chandrapur,18172,Gym Workout
10738,RJ's Fitness Launge,19203,Gym Workout
10738,RJ's Fitness Launge,19204,Personal Training
10739,Your Fitness Club Azad Garden,18173,Gym Workout
10744,DancingButterflies Zumba,18175,Zumba at Fitness 24/7
10745,Gold's Gym Malviya Nagar,18176,Gym Workout
10748,The Little Yoga Shala,19219,Yoga
10748,The Little Yoga Shala,19220,Personal Training
10749,Drishti Arts Center,18178,Bharatnatyam
10749,Drishti Arts Center,18179,Yoga
10750,Yoga with sonia,19221,Yoga
10750,Yoga with sonia,19222,Personal Training
10752,VK Fitness Center,18231,Gym Workout
10754,Enerjuvate Studio,18184,Fitness Yoga
10754,Enerjuvate Studio,18185,Zumba -Hi-Lo Step & Body Conditioning Through Dance
10754,Enerjuvate Studio,18186,Dynamic Yoga
10754,Enerjuvate Studio,18187,Therapeutic Yoga
10754,Enerjuvate Studio,18188,Dynamic Body Toning & Flexibility
10754,Enerjuvate Studio,18190,Kalaripayattu & Contemporary Dance For Kids
10754,Enerjuvate Studio,18191,Kalaripayattu & Contemporary Dance For Kids
10754,Enerjuvate Studio,18193,Aerial Yoga
10754,Enerjuvate Studio,18220,Zumba & Bootcamp
10754,Enerjuvate Studio,18221,Dynamic Yoga + Zumba
10754,Enerjuvate Studio,18223,Kalaripayattu & Contemporary Dance For Adults
10754,Enerjuvate Studio,18224,Vinyasa & Hatha Yoga
10755,The Bouncer Gym,19234,Gym Workout
10755,The Bouncer Gym,19235,Personal Training
10756,Anytime Fitness Safdurjung Enclave,18183,Gym Workout + Group Activities
10756,Anytime Fitness Safdurjung Enclave,19019,Personal Training
10757,Steppers Do The Steps,18189,Combination Workout (Aerobics+Power Yoga+Cardio+Pilates+Strength Training+Weight Training+Pilates+Zumba)
10757,Steppers Do The Steps,18192,Personal Training
10758,D planet Dance & fitness academy,19205,Dance
10758,D planet Dance & fitness academy,19206,Aerobics + Zumba For Ladies
10758,D planet Dance & fitness academy,19594,Kids Dance
10758,D planet Dance & fitness academy,19595,Kids Dance (6 - 10 Years)
10758,D planet Dance & fitness academy,19596,Kids Dance (4 - 6 Years)
10758,D planet Dance & fitness academy,19597,Kids Fitness (Above 10 years)
10758,D planet Dance & fitness academy,19598,Zumba For Ladies
10758,D planet Dance & fitness academy,19599,Bollywood Dance For Ladies
10760,Metroflex Gym,19208,Gym Workout
10760,Metroflex Gym,19209,Personal Training
10762,MHP Muscular Human Performance,19282,Gym Workout
10762,MHP Muscular Human Performance,19283,Personal Training
10766,Way fitness Academy,19785,Personal Training
10766,Way fitness Academy,19786,Studio Membership
10769,My gym n spa,19293,Gym Workout
10769,My gym n spa,19294,Personal Training
10772,Body engineers Gym,19297,Gym Workout
10772,Body engineers Gym,19298,Personal Training
10776,Snap Fitness Guwahati,18199,Gym Workout
10777,kavya fitness gym,19319,Gym Workout
10777,kavya fitness gym,19320,Personal Training
10778,Sr health club,19323,Gym Workout
10778,Sr health club,19324,Personal Training
10780,Kingym & Spa,19328,Gym Workout
10782,Snap Fitness Davanagere,18202,Gym Workout
10784,Legion Gym,19334,Gym Workout
10784,Legion Gym,19335,Personal Training
10786,Snap Fitness Lucknow,18203,Gym Workout
10787,Snap Fitness Chennai,18204,Gym Workout
10788,Dance rulz,19338,Fitness Activities
10788,Dance rulz,19339,Dance
10790,Rajnikanth dance of performing arts,19336,Dance For Kids (Below 12 Years)
10790,Rajnikanth dance of performing arts,19337,Dance For Kids (12- 20 Years)
10794,Dial for yoga and health,19341,Personal Training
10794,Dial for yoga and health,19342,Yoga
10796,Karate India,19343,Rembukai- MMA (Kids Below 16 Years)
10796,Karate India,19344,Rembukai- MMA (Above 16 Years)
10797,Kalari Kendram,19353,Kalaripayattu
10798,Karate asia Humbo Dojo,19348,Mixed Martial Arts
10798,Karate asia Humbo Dojo,19349,Personal Training
10800,National Martial Arts Academy- India,19350,Mixed Martial Arts
10800,National Martial Arts Academy- India,19351,Yoga
10800,National Martial Arts Academy- India,19352,Personal Training
10802,Urban Tactical Combat,19360,Mixed Martial Arts
10803,Shito Riyo Sports Karate Do Association Up,19356,Mixed Martial Arts
10803,Shito Riyo Sports Karate Do Association Up,19357,Personal Training
10804,Negis the school of martial arts,19375,Mixed Martial Arts
10804,Negis the school of martial arts,19376,Personal Training
10805,Red dragon school of martial arts,19377,Mixed Martial Arts
10805,Red dragon school of martial arts,19378,Personal Training
10806,The Fitter You,18205,Zumba + Bollywood
10806,The Fitter You,18206,Yoga
10806,The Fitter You,18207,Fighting Fit
10808,Jymka Family Fitness Club,19384,Gym Workout
10808,Jymka Family Fitness Club,19385,Personal Training
10809,Snap Fitness Gulbarga,18208,Gym Workout
10810,D10 Fitness N Spa,18471,Gym Workout
10811,Snap Fitness Tumkur,18225,Gym Workout
10812,Lourd Vijay Dance Studio HSR Layout,18226,Salsa
10813,Lourd Vijay Dance Studio Koramangala,18227,Social Dancing
10814,Studio 108,18228,Bolly-Fit
10815,Lourd Vijay Dance Studio Whitefield,18229,Salsa
10815,Lourd Vijay Dance Studio Whitefield,19728,Kids Freestyle (4-6 yrs)
10815,Lourd Vijay Dance Studio Whitefield,19729,Kids Freestyle (7+ yrs)
10817,Proportional Fitness Centre,19386,Gym Workout
10818,Snap Fitness Indirapuram,18230,Gym Workout
10820,Oindrila Taekwondo Sports Fitness,19387,Mixed Martial Arts
10820,Oindrila Taekwondo Sports Fitness,19388,Personal Training
10822,Metabolix The Fitness Club,19390,Gym Workout
10822,Metabolix The Fitness Club,19391,Personal Training
10823,Fluid Fitness Kullu,18232,Gym Workout
10826,Aakriti Fitness Centre,19434,Aerobics + Fitness Activities
10827,Fit Zone,19437,Personal Training
10827,Fit Zone,19438,Gym Workout
10830,Dronacharya's The Gym Singhu,18234,Gym Workout
10832,One Life Gym,19443,Gym Workout
10833,Star Ovesion Gym,19446,Personal Training
10833,Star Ovesion Gym,19447,Gym Workout
10834,Kia Kaha MMA Academy,18235,Mixed Martial Arts
10836,Dronacharya's The Gym Badshapur,18236,Gym Workout
10836,Dronacharya's The Gym Badshapur,18237,Personal Training
10839,The Diet,18282,Regular Vegetarian Meal
10839,The Diet,18283,Non-Vegetarian Meal
10839,The Diet,19914,Mini Vegetarian Meal
10839,The Diet,19915,Mini Non-Vegetarian Meal
10843,Team Plus Fitness,19489,Gym Workout
10844,Dronacharya's The Gym Patel Garden,18238,Gym Workout
10845,Natraj The Health Station,19490,Studio Membership
10847,Universal Gym,18251,Gym Membership
10848,Dronacharya's The Gym Deenpur,18240,Gym Workout
10848,Dronacharya's The Gym Deenpur,18241,Personal Training
10849,Reena Thapars Fitness Mantra,19492,Zumba
10849,Reena Thapars Fitness Mantra,19493,Aerobics
10849,Reena Thapars Fitness Mantra,19494,Yoga
10849,Reena Thapars Fitness Mantra,19495,Dance
10849,Reena Thapars Fitness Mantra,19496,Cardio Power Strength
10850,Mighty Muscles Gym,19497,Personal Training
10850,Mighty Muscles Gym,19498,Gym Workout
10852,Casa De Dance,18242,Bollywood
10852,Casa De Dance,18243,Hip Hop
10852,Casa De Dance,18244,Contemporary
10852,Casa De Dance,18245,Kids Dance (4-7 years)
10852,Casa De Dance,18246,Kids Dance (8-11 Years)
10852,Casa De Dance,18247,Freestyle (Kids 4-7 Years)
10852,Casa De Dance,18248,Freestyle (Kids 8-11 Years)
10852,Casa De Dance,18249,Zumba
10852,Casa De Dance,19911,Summer Camp (3 To 7 Years)
10852,Casa De Dance,19912,Summer Camp (8 to 11 Years)
10852,Casa De Dance,19913,Summer Camp (Adults)
10853,Fitness Forever,19513,Gym Workout
10853,Fitness Forever,19514,Personal Training
10854,I Fit,19499,Gym Workout
10854,I Fit,19500,Personal Training
10855,Gym X,19501,Personal Training
10855,Gym X,19502,Gym Workout
10858,Entity Studio,19503,Aerobics + Dance
10858,Entity Studio,19504,Yoga
10859,Simna Martial Arts Organisation,19505,Personal Training
10859,Simna Martial Arts Organisation,19506,Mixed Martial Arts
10861,Power World Gym,18267,Gym Workout
10862,Delhi Martial Art Academy,19486,Mixed Martial Arts
10862,Delhi Martial Art Academy,19487,Personal Training
10862,Delhi Martial Art Academy,19488,Personal Training
10863,Power World Gym,18268,Gym Workout
10864,The Focus Gym & Spa,19534,Gym Workout
10865,Dancetrax Academy,19508,Dance
10865,Dancetrax Academy,19509,Zumba
10865,Dancetrax Academy,19510,Personal Training
10866,Talent Gym,19535,Personal Training
10866,Talent Gym,19536,Gym Workout
10867,Fitness Planet,19537,Gym Workout
10867,Fitness Planet,19538,Yoga
10867,Fitness Planet,19539,Functional Training
10867,Fitness Planet,19540,Aerobics
10867,Fitness Planet,19541,Body Pump
10867,Fitness Planet,19542,Personal Training
10868,Power World Gym 1st Phase,18269,Gym Workout
10870,Power World Gym 7th Phase,18270,Gym Workout
10871,G10 Fusion,19543,Personal Training
10871,G10 Fusion,19544,Studio Membership
10872,Power World Gym,18271,Gym Workout
10873,Exotic The Gym,19546,Gym Workout
10874,Dance Fun,19548,Dance Fitness
10874,Dance Fun,19549,Zumba
10874,Dance Fun,19550,Hip Hop
10874,Dance Fun,19551,Bollywood
10875,Power World Gym,18272,Gym Workout
10876,Power World Gym,18273,Gym Workout
10877,Power World Gym,18274,Gym Workout
10880,Power World Gym,18275,Gym Workout
10881,Star Fitness Gym,19306,Gym Workout
10881,Star Fitness Gym,19307,Personal Training
10882,Fitness Future Gym,19552,Gym Workout
10883,Power World Gym,18276,Gym Workout
10885,Active Fit Gym,18677,Gym Workout
10885,Active Fit Gym,18679,Personal Training
10886,Power World Gym Moodalapalya,18277,Gym Workout
10887,Power World Gym,18278,Gym Workout
10888,Power World Gym,18279,Gym Workout
10889,Western Dance Academy,18683,Dance
10889,Western Dance Academy,18684,Yoga
10889,Western Dance Academy,18685,Aerobics
10890,Power World Gym,18280,Gym Workout
10891,Power World Gym,18281,Gym Workout
10892,Power World Gym Murugeshpalya,18284,Gym Workout
10894,Power World Gym,18285,Gym Workout
10895,Power World Gym,18287,Gym Workout
10897,Power World Gym,18289,Gym Workout
10899,Mechanix Fitness Studio,19701,Gym
10900,Power World Gym Hoodi,18290,Gym Workout
10904,Lakshya Feminine Point,18309,Lakshya Feminine Point
10906,Studio Yogashayan,19553,Hatha Yoga
10907,Calorie Care,18722,Breakfast - Low Calorie - Regional Favorites - Veg
10907,Calorie Care,18723,Breakfast - Low Calorie - South Indian Cuisine - Veg
10907,Calorie Care,18724,Breakfast - Low Calorie - Egg Based Meals - Non Veg
10907,Calorie Care,18725,Breakfast - Low Calorie - Muesli Meals - Veg
10907,Calorie Care,18726,Breakfast - Diabetic Meal - Low Sugar - Small - Veg
10907,Calorie Care,18727,Breakfast -Diabetic Meal - Low Sugar - Small - Non Veg
10907,Calorie Care,18728,Breakfast - Hypertension Meal - Low Salt - Small - Veg
10907,Calorie Care,18729,Breakfast - Hypertension Meal - Low Salt - Small - Non Veg
10907,Calorie Care,18736,Lunch - Low Calorie - Indian Cuisine - Veg
10907,Calorie Care,18737,Lunch - Low Calorie - Indian Cuisine - Non-Veg
10907,Calorie Care,18738,Lunch - Low Calorie - International Cuisine - Veg
10907,Calorie Care,18739,Lunch - Low Calorie - International Cuisine - Non-Veg
10907,Calorie Care,18740,Lunch - Low Calorie - Soup & Salad - Veg
10907,Calorie Care,18741,Lunch - Low Calorie - Soup & Salad - Non Veg
10907,Calorie Care,18743,Lunch - Soup, Salad & Sandwich - Veg
10907,Calorie Care,18744,Lunch - Soup, Salad & Sandwich - Non-Veg
10907,Calorie Care,18745,Lunch - High Protein Meal - Non-Veg
10907,Calorie Care,18746,Lunch - Diabetic Meal- Low Sugar - Small - Veg
10907,Calorie Care,18749,Lunch - Diabetic Meal- Low Sugar - Small - Non Veg
10907,Calorie Care,18752,Lunch - Hypertension Meal - Low Salt - Small - Veg
10907,Calorie Care,18755,Lunch - Hypertension Meal - Low Salt - Small - Non Veg
10907,Calorie Care,18759,Dinner - Low Calorie - Regular - Veg
10907,Calorie Care,18760,Dinner - Low Calorie - Regular - Non Veg
10907,Calorie Care,18761,Dinner - Low Calorie - Soup & Salad - Veg
10907,Calorie Care,18762,Dinner - Low Calorie - Soup & Salad - Non Veg
10907,Calorie Care,18763,Dinner - Soup, Salad & Sandwich - Veg
10907,Calorie Care,18764,Dinner - Soup, Salad & Sandwich - Non-Veg
10907,Calorie Care,18765,Dinner - High Protein Meal - Non-Veg
10907,Calorie Care,18766,Dinner - Diabetic Meal - Low Sugar - Small - Veg
10907,Calorie Care,18767,Dinner - Diabetic Meal - Low Sugar - Small - Non Veg
10907,Calorie Care,18768,Dinner - Hypertension Meal - Low Salt - Small - Veg
10907,Calorie Care,18769,Dinner - Hypertension Meal - Low Salt - Small - Non Veg
10907,Calorie Care,18803,Snacks - Fruit Bowl
10907,Calorie Care,18806,Snack - Tea Time Snack - Veg
10909,Lord's Gym,18500,Gym + Group Activity
10909,Lord's Gym,18501,HIIT
10909,Lord's Gym,18503,Cross Functional Training
10909,Lord's Gym,18504,Personal Training
10911,Fitness and beyond,19532,Aerobics
10911,Fitness and beyond,19533,Self Defense
10915,The boulevard fitness,19555,Gym Workout + Group Activities
10915,The boulevard fitness,19556,Personal Training
10917,Delhi Health Club,19557,Personal Training
10917,Delhi Health Club,19558,Gym Workout
10918,Himalaya Gym,18313,Gym Workout
10918,Himalaya Gym,19560,Personal Training
10919,Explode Gym,18314,Explode Gym
10921,Chrome Gym,18322,Chrome Gym
10926,Metalloid fitness,19605,Gym Workout + Group Activities
10926,Metalloid fitness,19607,Personal Training
10926,Metalloid fitness,19608,Yoga
10927,The Ultimate Altamount Studio,18326,Hatha Yoga with Shaili
10927,The Ultimate Altamount Studio,18327,Zumba with Kanchi Shah
10927,The Ultimate Altamount Studio,18328,Ashtanga Yoga with Prerna Bhatia
10927,The Ultimate Altamount Studio,18330,Bollyswag with Dhanashree Mehta
10927,The Ultimate Altamount Studio,18331,Iyengar Yoga with Shraddha Vora
10927,The Ultimate Altamount Studio,18332,Mixed Martial Arts with Suresh Chavan
10927,The Ultimate Altamount Studio,18333,Belly bolly with Kanchi Shah
10927,The Ultimate Altamount Studio,18375,EDM vs BDM with Sneha Tharwani
10927,The Ultimate Altamount Studio,18488,Kids Yoga with Shaili
10927,The Ultimate Altamount Studio,18489,Pilates and animal flow with Priti Chawla
10927,The Ultimate Altamount Studio,18491,Zumba + bolly belly with Kanchi Shah
10927,The Ultimate Altamount Studio,18893,TRX Suspension and Functional Training with Zeenat Mistry
10927,The Ultimate Altamount Studio,19213,Bollywood Fitness with Kanchi Shah
10927,The Ultimate Altamount Studio,19215,Awareness of New Energy with Anu Kulkarni
10927,The Ultimate Altamount Studio,19216,Salsa with Rhea Ginwalla
10927,The Ultimate Altamount Studio,19218,Studio Membership
10930,Way 2 Fitness,18667,Aerobics
10930,Way 2 Fitness,18668,Zumba
10932,X Factor Gym,19611,Gym Workout
10934,East delhi gym,19612,Gym Workout
10934,East delhi gym,19613,Personal Training
10936,Get n Shape Fitness Academy,18350,Personal Training
10937,Dance Central,18351,Bollywood
10937,Dance Central,18352,Bhangra
10937,Dance Central,18353,Hip Hop
10937,Dance Central,18354,Jazz
10937,Dance Central,18355,Contemporary
10937,Dance Central,18356,Freestyle
10937,Dance Central,18357,Aerobics
10937,Dance Central,18358,Zumba
10937,Dance Central,18359,Yoga
10937,Dance Central,18360,TRX Training
10937,Dance Central,18361,Personal Training
10937,Dance Central,18967,Dance for Kids(3-10)
10937,Dance Central,18968,Dance for Kids(11-18)
10939,ARM Blaster Gym,19622,Gym Workout
10940,The Iron Club Gym & Fitness Point,19580,Gym Workout
10943,Gym Olympia,18368,Gym Workout + Group Activities
10943,Gym Olympia,19592,Aerobics + Zumba
10943,Gym Olympia,19593,Personal Training
10946,Fitzville,18383,Gym Workout
10946,Fitzville,18384,Gym Workout + Group Activities
10946,Fitzville,18915,Personal Training
10946,Fitzville,19601,Zumba
10946,Fitzville,19602,Yoga
10946,Fitzville,19603,Combat Training
10946,Fitzville,19604,Balance Training
10946,Fitzville,19606,High Intensity Interval Training (HIIT)
10947,Muscle Gym,18377,Gym Workout
10947,Muscle Gym,19340,Personal Training
10949,The Aspiration Gym,18378,Gym
10949,The Aspiration Gym,18832,Personal Training
10950,Max Gym,18387,Gym Workout
10950,Max Gym,19600,Personal Training
10951,Elemention Adchini,18507,Gym Workout
10952,Champion Fitness,18389,Gym Workout
10953,Anytime Fitness Rohini,18391,Gym Workout + Group Activities
10953,Anytime Fitness Rohini,18542,Yoga
10953,Anytime Fitness Rohini,18544,Zumba
10953,Anytime Fitness Rohini,18545,Aerobics + ABT
